From	Cluster ID	Cluster Name	Size	Identity	Common taxon	Common taxon ID
A8MPX8	UniRef90_A8MPX8	Cluster: Protein phosphatase 2C-like domain-containing protein 1	31	0.9	Catarrhini	9526
A8MW92	UniRef90_A8MW92	Cluster: PHD finger protein 20-like protein 1	596	0.9	Eutheria	9347
A9UHW6	UniRef90_A9UHW6	Cluster: MIF4G domain-containing protein	20	0.9	Primates	9443
B0I1T2	UniRef90_B0I1T2	Cluster: Unconventional myosin-Ig	39	0.9	Simiiformes	314293
B0QYD3	UniRef90_B0QYD3	Cluster: Apolipoprotein B mRNA editing enzyme catalytic subunit 3B	2	0.9	Homininae	207598
B4DLR8	UniRef90_B4DLR8	Cluster: NAD(P)H quinone dehydrogenase 1	21	0.9	Primates	9443
B4DQA8	UniRef90_B4DQA8	Cluster: Golgi SNAP receptor complex member 1	8	0.9	Theria	32525
B4DZG7	UniRef90_B4DZG7	Cluster: ADP ribosylation factor like GTPase 1	15	0.9	Catarrhini	9526
B4E2M5	UniRef90_B4E2M5	Cluster: Ankyrin repeat domain-containing protein 66	3	0.9	Primates	9443
P0CG08	UniRef90_B7ZAQ6	Cluster: Golgi pH regulator A	230	0.9	Eutheria	9347
C9J384	UniRef90_C9J384	Cluster: Cms1 ribosomal small subunit homolog (Fragment)	8	0.9	Simiiformes	314293
C9J3L8	UniRef90_C9J3L8	Cluster: Translocon-associated protein subunit alpha	17	0.9	Catarrhini	9526
D6RFH4	UniRef90_D6RFH4	Cluster: Cytochrome b5 type B	5	0.9	Catarrhini	9526
E7ETS9	UniRef90_E7ETS9	Cluster: Beta-1,4-galactosyltransferase 4	7	0.9	Simiiformes	314293
E7ETU5	UniRef90_E7ETU5	Cluster: RNA binding motif single stranded interacting protein 1	14	0.9	Eutheria	9347
A5YP36	UniRef90_E7EW84	Cluster: Exocyst complex component	61	0.9	Amniota	32524
E9PC52	UniRef90_E9PC52	Cluster: RB binding protein 7, chromatin remodeling factor	3	0.9	Euarchontoglires	314146
E9PH18	UniRef90_E9PH18	Cluster: DnaJ heat shock protein family (Hsp40) member B6	20	0.9	Simiiformes	314293
E9PKG1	UniRef90_E9PKG1	Cluster: Protein arginine methyltransferase 1	50	0.9	cellular organisms	131567
E9PLL6	UniRef90_E9PLL6	Cluster: Ribosomal protein L27a	3	0.9	Hominidae	9604
E9PMI6	UniRef90_E9PMI6	Cluster: Methylosome subunit pICln	50	0.9	Boreoeutheria	1437010
E9PPV6	UniRef90_E9PPV6	Cluster: Serpin family H member 1	7	0.9	Boreoeutheria	1437010
F2Z2B9	UniRef90_F2Z2B9	Cluster: Gamma-tubulin complex component	3	0.9	Simiiformes	314293
F5H0Y3	UniRef90_F5H0Y3	Cluster: Myeloid leukemia factor 2 (Fragment)	3	0.9	Hominidae	9604
H0Y4B0	UniRef90_F6UGJ8	Cluster: ERI1 exoribonuclease family member 3 (Fragment)	23	0.9	Eutheria	9347
F7VJQ1	UniRef90_F7VJQ1	Cluster: Alternative prion protein	2	0.9	Homo sapiens	9606
F8W881	UniRef90_F8W881	Cluster: Family with sequence similarity 120C	26	0.9	Boreoeutheria	1437010
G3V3B0	UniRef90_G3V3B0	Cluster: Apoptotic chromatin condensation inducer 1	25	0.9	Catarrhini	9526
G3V2A3	UniRef90_G3V3J6	Cluster: HCG1983504, isoform CRA_b	84	0.9	cellular organisms	131567
H0Y6T8	UniRef90_H0Y6T8	Cluster: RAB18, member RAS oncogene family (Fragment)	3	0.9	Hominidae	9604
H0YA96	UniRef90_H0YA96	Cluster: Heterogeneous nuclear ribonucleoprotein D (Fragment)	1	0.9	Homo sapiens	9606
H0YBB4	UniRef90_H0YBB4	Cluster: Ubiquitin protein ligase E3 component n-recognin 5 (Fragment)	1	0.9	Homo sapiens	9606
Q9UF61	UniRef90_H7BY04	Cluster: Laminin subunit gamma 3 (Fragment)	3	0.9	Homo sapiens	9606
H7BYD0	UniRef90_H7BYD0	Cluster: NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	5	0.9	Simiiformes	314293
H7BYF7	UniRef90_H7BYF7	Cluster: KDEL endoplasmic reticulum protein retention receptor 2	3	0.9	Hominidae	9604
H7C3P6	UniRef90_H7C3P6	Cluster: Nucleoporin 98 and 96 precursor (Fragment)	3	0.9	Hominidae	9604
H7C5E2	UniRef90_H7C5E2	Cluster: B-cell receptor-associated protein (Fragment)	12	0.9	Catarrhini	9526
Q8IWJ6	UniRef90_I3L323	Cluster: Zinc finger CCCH-type containing 7A (Fragment)	3	0.9	Hominidae	9604
B4DDG7	UniRef90_K7EJL1	Cluster: AP-1 complex subunit mu-1	54	0.9	Amniota	32524
K7ES69	UniRef90_K7ES69	Cluster: Calponin 2	6	0.9	Catarrhini	9526
M0QZM1	UniRef90_M0QZM1	Cluster: Heterogeneous nuclear ribonucleoprotein M (Fragment)	2	0.9	Hominidae	9604
O00144	UniRef90_O00144	Cluster: Frizzled-9	48	0.9	Boreoeutheria	1437010
O00148	UniRef90_O00148	Cluster: ATP-dependent RNA helicase DDX39A	22	0.9	Primates	9443
O00151	UniRef90_O00151	Cluster: PDZ and LIM domain protein 1	39	0.9	Eutheria	9347
O00154	UniRef90_O00154	Cluster: Cytosolic acyl coenzyme A thioester hydrolase	6	0.9	Catarrhini	9526
O00159	UniRef90_O00159	Cluster: Unconventional myosin-Ic	240	0.9	Eutheria	9347
O00160	UniRef90_O00160	Cluster: Unconventional myosin-If	66	0.9	Boreoeutheria	1437010
O00161	UniRef90_O00161	Cluster: Synaptosomal-associated protein 23	38	0.9	Euarchontoglires	314146
O00165	UniRef90_O00165	Cluster: HCLS1-associated protein X-1	77	0.9	Primates	9443
O00182	UniRef90_O00182	Cluster: Galectin-9	20	0.9	Homininae	207598
O00186	UniRef90_O00186	Cluster: Syntaxin-binding protein 3	76	0.9	Eutheria	9347
O00193	UniRef90_O00193	Cluster: Small acidic protein	79	0.9	Eutheria	9347
O00194	UniRef90_O00194	Cluster: Ras-related protein Rab-27B	54	0.9	Eutheria	9347
O00203	UniRef90_O00203	Cluster: AP-3 complex subunit beta-1	67	0.9	Primates	9443
O00206	UniRef90_O00206	Cluster: Toll-like receptor 4	118	0.9	cellular organisms	131567
O00213	UniRef90_O00213	Cluster: Amyloid beta precursor protein binding family B member 1	102	0.9	Boreoeutheria	1437010
O00214	UniRef90_O00214	Cluster: Galectin-8	83	0.9	Simiiformes	314293
O00231	UniRef90_O00231	Cluster: 26S proteasome non-ATPase regulatory subunit 11	121	0.9	Eutheria	9347
O00232	UniRef90_O00232	Cluster: 26S proteasome non-ATPase regulatory subunit 12	274	0.9	Tetrapoda	32523
O00233	UniRef90_O00233	Cluster: 26S proteasome non-ATPase regulatory subunit 9	14	0.9	Simiiformes	314293
O00237	UniRef90_O00237	Cluster: E3 ubiquitin-protein ligase RNF103	27	0.9	Simiiformes	314293
O00264	UniRef90_O00264	Cluster: Membrane-associated progesterone receptor component 1	102	0.9	cellular organisms	131567
O00267	UniRef90_O00267	Cluster: Transcription elongation factor SPT5	295	0.9	Amniota	32524
O00273	UniRef90_O00273	Cluster: DNA fragmentation factor subunit alpha	53	0.9	Simiiformes	314293
O00299	UniRef90_O00299	Cluster: Chloride intracellular channel protein 1	214	0.9	Bilateria	33213
O00303	UniRef90_O00303	Cluster: Eukaryotic translation initiation factor 3 subunit F	14	0.9	Boreoeutheria	1437010
O00308	UniRef90_O00308	Cluster: NEDD4-like E3 ubiquitin-protein ligase WWP2	375	0.9	Eutheria	9347
O00322	UniRef90_O00322	Cluster: Uroplakin-1a	6	0.9	Euarchontoglires	314146
O00330	UniRef90_O00330	Cluster: Pyruvate dehydrogenase protein X component, mitochondrial	61	0.9	Euarchontoglires	314146
O00339	UniRef90_O00339	Cluster: Matrilin-2	86	0.9	Eutheria	9347
A8K7X3	UniRef90_O00398	Cluster: Putative P2Y purinoceptor 10	45	0.9	Primates	9443
O00399	UniRef90_O00399	Cluster: Dynactin subunit 6	16	0.9	Boreoeutheria	1437010
O00400	UniRef90_O00400	Cluster: Acetyl-coenzyme A transporter 1	11	0.9	Boreoeutheria	1437010
O00401	UniRef90_O00401	Cluster: Actin nucleation-promoting factor WASL	53	0.9	Boreoeutheria	1437010
O00408	UniRef90_O00408	Cluster: cGMP-dependent 3',5'-cyclic phosphodiesterase	314	0.9	Tetrapoda	32523
O00410	UniRef90_O00410	Cluster: Importin-5	667	0.9	Tetrapoda	32523
O00422	UniRef90_O00422	Cluster: Histone deacetylase complex subunit SAP18	182	0.9	Amniota	32524
O00425	UniRef90_O00425	Cluster: Insulin-like growth factor 2 mRNA-binding protein 3	57	0.9	Eutheria	9347
O00429	UniRef90_O00429	Cluster: Dynamin-1-like protein	42	0.9	Simiiformes	314293
O00443	UniRef90_O00443	Cluster: Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	42	0.9	Boreoeutheria	1437010
O00459	UniRef90_O00459	Cluster: Phosphatidylinositol 3-kinase regulatory subunit beta	133	0.9	Eutheria	9347
O00461	UniRef90_O00461	Cluster: Golgi integral membrane protein 4	72	0.9	Catarrhini	9526
O00463	UniRef90_O00463	Cluster: TNF receptor-associated factor 5	63	0.9	Simiiformes	314293
O00469	UniRef90_O00469	Cluster: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	92	0.9	Tetrapoda	32523
O00472	UniRef90_O00472	Cluster: RNA polymerase II elongation factor ELL2	142	0.9	Eutheria	9347
O00478	UniRef90_O00478	Cluster: Butyrophilin subfamily 3 member A3	87	0.9	Catarrhini	9526
O00479	UniRef90_O00479	Cluster: High mobility group nucleosome-binding domain-containing protein 4	40	0.9	Eutheria	9347
O00481	UniRef90_O00481	Cluster: Butyrophilin subfamily 3 member A1	41	0.9	Catarrhini	9526
O00483	UniRef90_O00483	Cluster: Cytochrome c oxidase subunit NDUFA4	27	0.9	Catarrhini	9526
O00487	UniRef90_O00487	Cluster: 26S proteasome non-ATPase regulatory subunit 14	120	0.9	Euteleostomi	117571
O00499	UniRef90_O00499	Cluster: Myc box-dependent-interacting protein 1	105	0.9	Boreoeutheria	1437010
O00505	UniRef90_O00505	Cluster: Importin subunit alpha-4	274	0.9	Euteleostomi	117571
O00507	UniRef90_O00507	Cluster: Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	83	0.9	Boreoeutheria	1437010
O00519	UniRef90_O00519	Cluster: Fatty-acid amide hydrolase 1	52	0.9	Boreoeutheria	1437010
O00522	UniRef90_O00522	Cluster: Krev interaction trapped protein 1	132	0.9	Eutheria	9347
O00555	UniRef90_O00555	Cluster: Voltage-dependent P/Q-type calcium channel subunit alpha-1A	1	0.9	Homo sapiens	9606
O00560	UniRef90_O00560	Cluster: Syntenin-1	43	0.9	Boreoeutheria	1437010
O00562	UniRef90_O00562	Cluster: Membrane-associated phosphatidylinositol transfer protein 1	6	0.9	Hominoidea	314295
O00567	UniRef90_O00567	Cluster: Nucleolar protein 56	87	0.9	Eutheria	9347
O00571	UniRef90_O00571	Cluster: ATP-dependent RNA helicase DDX3X	285	0.9	Tetrapoda	32523
O00584	UniRef90_O00584	Cluster: Ribonuclease T2	32	0.9	Catarrhini	9526
O00585	UniRef90_O00585	Cluster: C-C motif chemokine 21	32	0.9	Catarrhini	9526
O00592	UniRef90_O00592	Cluster: Podocalyxin	19	0.9	Homininae	207598
O00602	UniRef90_O00602	Cluster: Ficolin-1	19	0.9	Catarrhini	9526
O00622	UniRef90_O00622	Cluster: CCN family member 1	82	0.9	Eutheria	9347
O00629	UniRef90_O00629	Cluster: Importin subunit alpha-3	39	0.9	Boreoeutheria	1437010
O00716	UniRef90_O00716	Cluster: Transcription factor E2F3	17	0.9	Catarrhini	9526
O00743	UniRef90_O00743	Cluster: Serine/threonine-protein phosphatase 6 catalytic subunit	126	0.9	Amniota	32524
O00748	UniRef90_O00748	Cluster: Cocaine esterase	27	0.9	Homininae	207598
Q59E90	UniRef90_O00754	Cluster: Lysosomal alpha-mannosidase	27	0.9	Simiiformes	314293
O00762	UniRef90_O00762	Cluster: Ubiquitin-conjugating enzyme E2 C	13	0.9	Hominoidea	314295
O00767	UniRef90_O00767	Cluster: Stearoyl-CoA desaturase	31	0.9	Simiiformes	314293
O14494	UniRef90_O14494	Cluster: Phospholipid phosphatase 1	30	0.9	Simiiformes	314293
O14503	UniRef90_O14503	Cluster: Class E basic helix-loop-helix protein 40	36	0.9	Boreoeutheria	1437010
O14519	UniRef90_O14519	Cluster: Cyclin-dependent kinase 2-associated protein 1	26	0.9	Eutheria	9347
O14520	UniRef90_O14520	Cluster: Aquaporin-7	23	0.9	Catarrhini	9526
O14524	UniRef90_O14524	Cluster: Nuclear envelope integral membrane protein 1	35	0.9	Catarrhini	9526
O14526	UniRef90_O14526	Cluster: F-BAR domain only protein 1	41	0.9	Boreoeutheria	1437010
O14545	UniRef90_O14545	Cluster: TRAF-type zinc finger domain-containing protein 1	40	0.9	Simiiformes	314293
O14558	UniRef90_O14558	Cluster: Heat shock protein beta-6	15	0.9	Eutheria	9347
O14579	UniRef90_O14579	Cluster: Coatomer subunit epsilon	31	0.9	Euarchontoglires	314146
O14595	UniRef90_O14595	Cluster: Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2	130	0.9	Theria	32525
O14617	UniRef90_O14617	Cluster: AP-3 complex subunit delta-1	88	0.9	Haplorrhini	376913
O14625	UniRef90_O14625	Cluster: C-X-C motif chemokine 11	14	0.9	Simiiformes	314293
O14639	UniRef90_O14639	Cluster: Actin-binding LIM protein 1	143	0.9	Boreoeutheria	1437010
O14654	UniRef90_O14654	Cluster: Insulin receptor substrate 4	27	0.9	Simiiformes	314293
O14662	UniRef90_O14662	Cluster: Syntaxin-16	98	0.9	Eutheria	9347
O14672	UniRef90_O14672	Cluster: Disintegrin and metalloproteinase domain-containing protein 10	71	0.9	Eutheria	9347
O14684	UniRef90_O14684	Cluster: Prostaglandin E synthase	11	0.9	Catarrhini	9526
O14686	UniRef90_O14686	Cluster: Histone-lysine N-methyltransferase 2D	3	0.9	Hominoidea	314295
O14709	UniRef90_O14709	Cluster: Zinc finger protein 197	43	0.9	Boreoeutheria	1437010
O14732	UniRef90_O14732	Cluster: Inositol monophosphatase 2	13	0.9	Haplorrhini	376913
O14733	UniRef90_O14733	Cluster: Dual specificity mitogen-activated protein kinase kinase 7	17	0.9	Eutheria	9347
O14735	UniRef90_O14735	Cluster: CDP-diacylglycerol--inositol 3-phosphatidyltransferase	152	0.9	Tetrapoda	32523
O14737	UniRef90_O14737	Cluster: Programmed cell death protein 5	37	0.9	Euarchontoglires	314146
O14744	UniRef90_O14744	Cluster: Protein arginine N-methyltransferase 5	20	0.9	Boreoeutheria	1437010
O14745	UniRef90_O14745	Cluster: Na(+)/H(+) exchange regulatory cofactor NHE-RF1	50	0.9	Boreoeutheria	1437010
O14770	UniRef90_O14770	Cluster: Homeobox protein Meis2	367	0.9	Gnathostomata	7776
O14773	UniRef90_O14773	Cluster: Tripeptidyl-peptidase 1	245	0.9	Eutheria	9347
O14776	UniRef90_O14776	Cluster: Transcription elongation regulator 1	723	0.9	Amniota	32524
O14786	UniRef90_O14786	Cluster: Neuropilin-1	84	0.9	Boreoeutheria	1437010
O14795	UniRef90_O14795	Cluster: Protein unc-13 homolog B	2	0.9	Homo sapiens	9606
O14802	UniRef90_O14802	Cluster: DNA-directed RNA polymerase III subunit RPC1	184	0.9	Gnathostomata	7776
O14818	UniRef90_O14818	Cluster: Proteasome subunit alpha type-7	177	0.9	Sarcopterygii	8287
O14827	UniRef90_O14827	Cluster: Ras-specific guanine nucleotide-releasing factor 2	5	0.9	Homo sapiens	9606
O14828	UniRef90_O14828	Cluster: Secretory carrier-associated membrane protein 3	193	0.9	Eutheria	9347
O14836	UniRef90_O14836	Cluster: Tumor necrosis factor receptor superfamily member 13B	45	0.9	Catarrhini	9526
O14867	UniRef90_O14867	Cluster: Transcription regulator protein BACH1	73	0.9	Euarchontoglires	314146
O14879	UniRef90_O14879	Cluster: Interferon-induced protein with tetratricopeptide repeats 3	51	0.9	Catarrhini	9526
O14880	UniRef90_O14880	Cluster: Microsomal glutathione S-transferase 3	81	0.9	Eutheria	9347
O14893	UniRef90_O14893	Cluster: Gem-associated protein 2	54	0.9	Boreoeutheria	1437010
O14901	UniRef90_O14901	Cluster: Krueppel-like factor 11	58	0.9	Catarrhini	9526
O14907	UniRef90_O14907	Cluster: Tax1-binding protein 3	87	0.9	Tetrapoda	32523
O14908	UniRef90_O14908	Cluster: PDZ domain-containing protein GIPC1	140	0.9	Mammalia	40674
O14917	UniRef90_O14917	Cluster: Protocadherin-17	304	0.9	Theria	32525
O14920	UniRef90_O14920	Cluster: Inhibitor of nuclear factor kappa-B kinase subunit beta	115	0.9	Eutheria	9347
O14925	UniRef90_O14925	Cluster: Mitochondrial import inner membrane translocase subunit Tim23	109	0.9	Tetrapoda	32523
O14929	UniRef90_O14929	Cluster: Histone acetyltransferase type B catalytic subunit	243	0.9	Tetrapoda	32523
O14933	UniRef90_O14933	Cluster: Ubiquitin/ISG15-conjugating enzyme E2 L6	15	0.9	Hominoidea	314295
O14936	UniRef90_O14936	Cluster: Peripheral plasma membrane protein CASK	328	0.9	Gnathostomata	7776
Q75MG2	UniRef90_O14948	Cluster: Transcription factor EC	82	0.9	Simiiformes	314293
O14949	UniRef90_O14949	Cluster: Cytochrome b-c1 complex subunit 8	13	0.9	Catarrhini	9526
O14950	UniRef90_O14950	Cluster: Myosin regulatory light chain 12B	131	0.9	cellular organisms	131567
O14964	UniRef90_O14964	Cluster: Hepatocyte growth factor-regulated tyrosine kinase substrate	20	0.9	Hominidae	9604
O14966	UniRef90_O14966	Cluster: Ras-related protein Rab-7L1	27	0.9	Euarchontoglires	314146
O14967	UniRef90_O14967	Cluster: Calmegin	66	0.9	Simiiformes	314293
O14974	UniRef90_O14974	Cluster: Protein phosphatase 1 regulatory subunit 12A	306	0.9	Theria	32525
O14975	UniRef90_O14975	Cluster: Long-chain fatty acid transport protein 2	58	0.9	Simiiformes	314293
O14979	UniRef90_O14979	Cluster: Heterogeneous nuclear ribonucleoprotein D-like	42	0.9	Eutheria	9347
O14980	UniRef90_O14980	Cluster: Exportin-1	25	0.9	Simiiformes	314293
O14981	UniRef90_O14981	Cluster: TATA-binding protein-associated factor 172	511	0.9	Theria	32525
O15015	UniRef90_O15015	Cluster: Zinc finger protein 646	28	0.9	Catarrhini	9526
O15021	UniRef90_O15021	Cluster: Microtubule-associated serine/threonine-protein kinase 4	235	0.9	Euarchontoglires	314146
O15031	UniRef90_O15031	Cluster: Plexin-B2	56	0.9	Simiiformes	314293
O15033	UniRef90_O15033	Cluster: Apoptosis-resistant E3 ubiquitin protein ligase 1	930	0.9	Tetrapoda	32523
O15042	UniRef90_O15042	Cluster: U2 snRNP-associated SURP motif-containing protein	566	0.9	Amniota	32524
O15050	UniRef90_O15050	Cluster: TPR and ankyrin repeat-containing protein 1	20	0.9	Hominidae	9604
O15054	UniRef90_O15054	Cluster: Lysine-specific demethylase 6B	8	0.9	Homininae	207598
O15062	UniRef90_O15062	Cluster: Zinc finger and BTB domain-containing protein 5	181	0.9	Eutheria	9347
O15075	UniRef90_O15075	Cluster: Serine/threonine-protein kinase DCLK1	225	0.9	Tetrapoda	32523
O15084	UniRef90_O15084	Cluster: Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	450	0.9	Tetrapoda	32523
O15085	UniRef90_O15085	Cluster: Rho guanine nucleotide exchange factor 11	68	0.9	Eutheria	9347
O15091	UniRef90_O15091	Cluster: Mitochondrial ribonuclease P catalytic subunit	77	0.9	Catarrhini	9526
O15111	UniRef90_O15111	Cluster: Inhibitor of nuclear factor kappa-B kinase subunit alpha	221	0.9	Tetrapoda	32523
O15116	UniRef90_O15116	Cluster: U6 snRNA-associated Sm-like protein LSm1	85	0.9	Eutheria	9347
O15117	UniRef90_O15117	Cluster: FYN-binding protein 1	139	0.9	Simiiformes	314293
O15118	UniRef90_O15118	Cluster: NPC intracellular cholesterol transporter 1	126	0.9	Eutheria	9347
O15119	UniRef90_O15119	Cluster: T-box transcription factor TBX3	39	0.9	Catarrhini	9526
O15126	UniRef90_O15126	Cluster: Secretory carrier-associated membrane protein 1	177	0.9	Eutheria	9347
O15127	UniRef90_O15127	Cluster: Secretory carrier-associated membrane protein 2	38	0.9	Boreoeutheria	1437010
O15131	UniRef90_O15131	Cluster: Importin subunit alpha-6	238	0.9	Amniota	32524
O15143	UniRef90_O15143	Cluster: Actin-related protein 2/3 complex subunit 1B	36	0.9	Euarchontoglires	314146
O15144	UniRef90_O15144	Cluster: Actin-related protein 2/3 complex subunit 2	161	0.9	Amniota	32524
O15145	UniRef90_O15145	Cluster: Actin-related protein 2/3 complex subunit 3	79	0.9	Eutheria	9347
O15151	UniRef90_O15151	Cluster: Protein Mdm4	96	0.9	Boreoeutheria	1437010
O15160	UniRef90_O15160	Cluster: DNA-directed RNA polymerases I and III subunit RPAC1	248	0.9	Tetrapoda	32523
O15162	UniRef90_O15162	Cluster: Phospholipid scramblase 1	69	0.9	Simiiformes	314293
O15169	UniRef90_O15169	Cluster: Axin-1	88	0.9	Primates	9443
O15173	UniRef90_O15173	Cluster: Membrane-associated progesterone receptor component 2	53	0.9	Eutheria	9347
O15197	UniRef90_O15197	Cluster: Ephrin type-B receptor 6	215	0.9	Eutheria	9347
O15201	UniRef90_O15201	Cluster: Cadherin (Fragment)	1	0.9	Homo sapiens	9606
O15204	UniRef90_O15204	Cluster: ADAM DEC1	47	0.9	Catarrhini	9526
O15226	UniRef90_O15226	Cluster: NF-kappa-B-repressing factor	164	0.9	Amniota	32524
O15228	UniRef90_O15228	Cluster: Dihydroxyacetone phosphate acyltransferase	118	0.9	Simiiformes	314293
